行业,企业名称,统一社会信用代码,烟尘,二氧化硫,氮氧化物,年份,月份
"其他服务类	","巨鹿县德诚通热力有限公司	","91130529MA07NB6L93	","3.128900	","4.950700	","40.109900	",2023,2
"新型建材	","巨鹿县滏阳新区墙体材料厂	","92130529MA0BQJLC2X	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","巨鹿县华筑建材厂	","91130529336011141T	","0.000000	","0.000000	","0.000000	",2023,2
"生活垃圾焚烧	","巨鹿县聚力环保有限公司	","91130529070826254C	","703.737000	","1728.917000	","5711.881100	",2023,2
"新型建材	","巨鹿县强瑞墙体材料厂	","92130529MA09LDPK8G	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","巨鹿县鑫垚墙体材料厂（普通合伙）	","91130529MA07MK2W21	","0.000000	","0.000000	","0.000000	",2023,2
"橡胶	","巨鹿县卓利程橡胶制品有限公司	","91130529087276981J	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","卡博特旭阳化工（邢台）有限公司	","91130500576771211U	","42.097290	","768.231600	","1655.496700	",2023,2
"水泥	","奎山水泥有限公司	","911305256958719443	","26.524808	","0.000000	","0.000000	",2023,2
"其他具体行业	","临城东能热力有限公司	","91130522308458560D	","1.607000	","9.676000	","81.199000	",2023,2
"其他具体行业	","临城科信耐材有限公司	","9113052268139215XP	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","临城县圣火耐火材料有限公司	","91130522694698094G	","0.000000	","0.000000	","0.000000	",2023,2
"建筑及工业物料堆场	","临城县信友耐火材料有限公司	","91130522MA07TDXG8N	","4.607200	","139.742000	","546.317000	",2023,2
"水泥	","临城中联福石水泥有限公司	","911305226010809233	","0.000000	","0.000000	","0.000000	",2023,2
"水泥	","临城中联水泥有限公司	","91130522766646665Y	","0.000000	","0.000000	","0.000000	",2023,2
"电力	","临西县福皓热力有限公司	","91130535308327173T	","50.888000	","64.664000	","4220.176000	",2023,2
"其他具体行业	","临西县茂盛建材厂	","91130535MA07R7MP4U	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","临西县盛通建材厂	","92130535MA09KM1M0L	","0.040000	","1.090000	","0.070000	",2023,2
"新型建材	","临西县兴安建材厂	","91130535347646986L	","0.030000	","0.010000	","0.020000	",2023,2
"化工	","龙星化工股份有限公司	","91130500769806003D	","953.064400	","1584.292000	","9772.556100	",2023,2
"火电	","隆尧天唯热电有限公司	","91130525758926624M	","169.446100	","868.928400	","2220.541400	",2023,2
"新型建材	","隆尧县盛昌制砖厂	","91130525077487793N	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","隆尧县兴瑞建筑材料有限公司	","91130525096741224H	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","隆尧县亚旭制砖厂	","911305255968148807	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","隆尧县占召制砖厂（普通合伙）	","911305250872529128	","0.000000	","0.000000	","0.000000	",2023,2
"石灰和石膏制造	","内丘县明磊石灰厂	","911305235809747597	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","南宫市聚纯炭素有限公司	","91130581056508428J	","3.176000	","13.566000	","41.585000	",2023,2
"其他服务类	","南宫市联森热力有限公司	","91130581MA09WU9X9X	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","南和县长恒建材有限公司	","91130527566184304R	","0.000000	","0.000000	","0.000000	",2023,2
"玻璃	","南和县长红玻璃有限公司	","91130527795485485G	","247.733000	","172.890000	","2048.096000	",2023,2
"新型建材	","南和县顺发建材有限公司	","911305273296582112	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","宁晋县峰永建筑材料有限公司	","91130528347679358E	","0.000000	","0.000000	","0.000000	",2023,2
"生活垃圾焚烧	","宁晋县嘉伟环保科技有限公司	","91130528MA0E6DXD45	","24.718000	","723.059000	","2196.622000	",2023,2
"新型建材	","宁晋县佑良建筑材料有限公司	","911305283363328778	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","宁晋县元帮热力有限公司	","91130528MA08DKFC3K	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","平乡县百盛新型建材有限公司	","91130532336288562Y	","87.118600	","290.681300	","1274.514800	",2023,2
"新型建材	","平乡县鼎旺建筑材料厂	","91130532MA07TMTJ1B	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","平乡县工盛新型材料有限公司	","91130532347726070M	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","平乡县金通新型建筑材料有限公司	","91130532MA07PA7P6D	","39.412000	","1119.529907	","1185.206939	",2023,2
"新型建材	","平乡县磊鑫新型建材有限公司	","91130532336355016F	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","平乡县岭东新型建材有限公司	","911305323585243004	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","清河县万顺热力供应有限公司	","91130534MA07KU9W3D	","10.854237	","7.250571	","66.988906	",2023,2
"新型建材	","清河县永正新型建材厂	","92130534MA08MX8B5R	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","任县大宋乡机制砖厂	","91130526107442191N	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","任县冯村砖厂	","92130526MA0AEJPW5D	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","任县龙发空心砖生产有限公司	","91130526058179760R	","0.000000	","0.000000	","0.000000	",2023,2
"生活垃圾焚烧	","沙河海创环保科技有限责任公司	","91130582MA0E03PJ2H	","492.344700	","651.074900	","5433.003100	",2023,2
"玻璃	","沙河市安全实业有限公司	","9113058272879435X3	","710.544500	","591.495500	","4823.653700	",2023,2
"玻璃	","沙河市长城玻璃有限公司	","91130582789805526T	","471.390000	","156.633000	","5415.570000	",2023,2
"玻璃	","沙河市鸿昇玻璃有限公司	","911305827603268207	","105.853000	","362.872000	","1372.450000	",2023,2
"新型建材	","沙河市润龙建材有限公司	","91130582MA07UFPP19	","0.000000	","0.000000	","0.000000	",2023,2
"水泥	","沙河市双基水泥有限公司	","91130582692070893J	","0.000000	","0.000000	","0.000000	",2023,2
"化工	","沙河市永福糠醛厂	","91130582732896244W	","15.541000	","27.215000	","78.771000	",2023,2
"其他具体行业	","沙河市永固建材有限责任公司	","91130582308105247Q	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","沙河市中建新型建材有限公司	","91130582MA07M05H4B	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","威县庆升建材加工厂	","92130533MA081Q625P	","0.000000	","0.000000	","0.000000	",2023,2
"生活垃圾焚烧	","威县深能环保有限公司	","91130533MA0DQ22B9R	","551.778000	","1864.800800	","4638.575700	",2023,2
"新型建材	","威县奕臻建筑材料有限公司	","91130533MA07NAYTX1	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","邢台德贵纳米材料科技有限公司	","91130521MA07UEDU38	","77.642000	","82.798000	","1689.612000	",2023,2
"钢铁	","邢台钢铁有限责任公司	","91130500105783910L	","4099.834400	","11828.358400	","18389.370000	",2023,2
"火电	","邢台国泰发电有限责任公司	","91130500752441650E	","1389.647400	","16146.920000	","27086.037600	",2023,2
"橡胶	","邢台国运工贸有限公司	","9113052668433326XK	","61.636200	","0.000000	","0.000000	",2023,2
"化工	","邢台恒源化工集团有限公司	","911305007158695947	","0.000000	","0.000000	","0.000000	",2023,2
"造纸及纸制品业	","邢台鸿鑫泰纸业有限公司	","91130501MABLURRB58	","0.715000	","19.558000	","209.837000	",2023,2
"其他具体行业	","邢台嘉泰环保科技有限公司	","9113058134782800X8	","22.567200	","20.203900	","72.050000	",2023,2
"水泥	","邢台建德水泥有限公司	","911305216892502367	","561.558700	","399.092700	","6549.402900	",2023,2
"化工	","邢台金丰能源科技有限公司	","911305237589086297	","284.986800	","1794.889100	","1110.015100	",2023,2
"新型建材	","邢台金牛玻纤有限责任公司	","91130502677360913Y	","6.355920	","78.024200	","82.710200	",2023,2
"其他具体行业	","邢台金沙河面业有限责任公司	","91130527799564308G	","40.491100	","61.103700	","288.250300	",2023,2
"水泥	","邢台金隅冀东水泥有限公司	","911305226992296922	","281.662000	","977.902200	","9755.315000	",2023,2
"水泥	","邢台金隅冀东水泥有限公司牛山分公司	","911305220849570874	","0.000000	","0.000000	","0.000000	",2023,2
"水泥	","邢台金隅咏宁水泥有限公司	","91130582308286885G	","275.850500	","39.963000	","2074.216000	",2023,2
"其他具体行业	","邢台聚隆燃气有限责任公司（隆尧热源站）	","911305000911098953	","4.415000	","37.602910	","1103.790962	",2023,2
"其他具体行业	","邢台劳特斯新材料科技有限公司	","91130581MA0EDCKP5G	","167.328000	","7.243000	","8.997000	",2023,2
"其他具体行业	","邢台民源纸业有限公司	","91130501MA0E8E888P	","0.000000	","0.000000	","0.000000	",2023,2
"化工	","邢台庆华再生资源利用有限公司	","9113052255909655XK	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","邢台荣鑫热力有限公司	","91130525MA0A32NY2C	","6.616600	","34.382000	","307.110500	",2023,2
"其他具体行业	","邢台市福德纸业有限公司	","91130501MA0EN6693G	","0.533000	","1.373000	","139.218000	",2023,2
"固体废物处理厂	","邢台市嘉德恒信医疗废物处置有限公司	","91130526693493521N	","0.000000	","0.000000	","0.000000	",2023,2
"新型建材	","邢台市金泳新型建材有限公司	","91130501MAC7GBENXR	","0.000000	","0.000000	","0.000000	",2023,2
"化工	","邢台市茂新化工产品有限公司	","911305305909673848	","67.505471	","764.104863	","1305.456183	",2023,2
"其他具体行业	","邢台市新锦纸业有限公司	","91130501MA7N8T409J	","6.379000	","6.378000	","315.827000	",2023,2
"新型建材	","邢台市众源建筑材料有限公司	","91130506MA07MXWR82	","0.000000	","0.000000	","0.000000	",2023,2
"铸造	","邢台曙光轧辊有限公司	","9113050174153056XD	","50.683000	","0.000000	","0.000000	",2023,2
"铸造	","邢台顺企机械有限公司	","91130523050990591T	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","邢台通利光缆材料科技有限公司	","91130521559089640X	","6.477833	","0.704223	","67.849948	",2023,2
"新型建材	","邢台县马河育才煤矸石烧结多孔砖厂	","92130521MA08HJNW7P	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","邢台县旭东工贸有限责任公司	","911305217777387419	","0.000000	","0.000000	","0.000000	",2023,2
"其他具体行业	","邢台新翔金属材料科技股份有限公司	","911305007651704236	","3.743600	","5.173200	","241.630400	",2023,2
"化工	","邢台旭阳化工有限公司	","91130500092858396H	","36.953000	","951.510000	","2687.594700	",2023,2
"化工	","邢台旭阳煤化工有限公司	","91130500787010754W	","23.258000	","337.823000	","654.251100	",2023,2
"水泥	","邢台中联水泥有限公司	","91130523772796993X	","3.985500	","0.000000	","0.000000	",2023,2
"石灰和石膏制造	","邢台中邱石灰有限责任公司	","91130523560462297H	","0.000000	","0.000000	","0.000000	",2023,2
"橡胶	","优科豪马轮胎工业(邢台)有限公司	","91130500567354539P	","0.000000	","0.000000	","104.933600	",2023,2
"橡胶	","优科豪马轮胎工业（河北）有限公司	","91130500789814078H	","0.000000	","0.000000	","12.320700	",2023,2
"火电	","玉锋实业集团有限公司	","91130528601068705W	","725.067400	","2011.136900	","4684.858900	",2023,2
"铸造	","远大阀门集团有限公司	","91130525721609633G	","34.834000	","0.000000	","0.000000	",2023,2
"铸造	","中钢集团邢台机械轧辊有限公司	","91130500105780461T	","812.624900	","0.000000	","15.707300	",2023,2
"其他具体行业	","中环寰慧（南宫）节能热力有限公司	","91130581069428451H	","9.340000	","24.974000	","377.440000	",2023,2
"热力生产和供应	","中煤科工邢台清洁能源有限公司	","91130534MA0FE4X40L	","28.334056	","69.166855	","179.671307	",2023,2
"化工	","柏乡君和化工有限公司	","91130524766632810X	","46.337000	","227.308000	","393.123200	",2023,3
"其他具体行业	","柏乡县昌华热力有限公司	","91130524398865687N	","79.187000	","54.566000	","353.735000	",2023,3
"工业园区	","柏乡县晨光热力有限公司	","91130524MA08KUMQ80	","41.586000	","4.883000	","600.668000	",2023,3
"其他具体行业	","柏乡县宏港热力有限公司	","91130524MA08KY3A7X	","22.372000	","8.046600	","567.308600	",2023,3
"生物发电	","柏乡县热华能源科技有限公司	","91130524MA08UFDX19	","55.578000	","27.943000	","388.736000	",2023,3
"新型建材	","柏乡县拥军新型墙体砖制造有限公司	","911305243360021223	","0.000000	","0.000000	","0.000000	",2023,3
"钢铁	","德龙钢铁有限公司	","911305007575188644	","6377.039000	","9827.997000	","56378.228000	",2023,3
"橡胶	","广宗县昌盛橡塑制品厂	","92130531MA08WA9A50	","5703.607302	","0.000000	","0.000000	",2023,3
"新型建材	","广宗县广远建材有限公司	","911305313479883884	","0.000000	","0.000000	","0.000000	",2023,3
"橡胶	","广宗县恒升橡胶制品厂	","92130531MA0CX6U3XE	","27.494285	","0.000000	","0.000000	",2023,3
"橡胶	","广宗县吉达橡胶有限公司	","91130531MA07K2NB4Q	","393.633000	","0.000000	","0.000000	",2023,3
"橡胶	","广宗县金海橡胶制品厂	","92130531MA08W9BE8H	","19297.095147	","0.000000	","0.000000	",2023,3
"火电	","广宗县金腾热力有限公司	","91130531058191890F	","29.601000	","506.097000	","555.960000	",2023,3
"橡胶	","广宗县盛乾车业有限责任公司	","91130531MA0DWQMN2C	","1432.184937	","0.000000	","0.000000	",2023,3
"热力生产和供应	","广宗县万热力达供热有限公司	","911305310982923628	","99.274000	","628.239000	","919.661000	",2023,3
"橡胶	","广宗县艺康橡塑厂	","91130531M0A93MC249	","2958.449936	","0.000000	","0.000000	",2023,3
"火电	","国家电投集团宁晋热电有限公司	","91130528078773783A	","137.865000	","639.607000	","150.086000	",2023,3
"生物发电	","国能南宫生物发电有限公司	","9113058168928142X4	","0.000000	","50.438000	","329.714000	",2023,3
"生物发电	","国能威县生物发电有限公司	","91130533789843063T	","0.000000	","0.000000	","0.000000	",2023,3
"热力生产和供应	","河北安米诺氨基酸科技有限责任公司清河热力供应处	","91130534MA0DXJ1K09	","15.530231	","8.216565	","5.434947	",2023,3
"电力	","河北崇羌热力有限公司	","91130533570057850D	","118.131000	","90.617000	","1373.705000	",2023,3
